sourceTaxonName,sourceTaxonRank,sourceTaxonSpeciesName,interactionTypeName,targetTaxonName,targetTaxonRank,targetTaxonSpeciesName,decimalLatitude,decimalLongitude,localityId,localityName,interaction_pair,interaction_pair_fraction,patch_name
Brycon amazonicus,species,Brycon amazonicus,eats,Alchornea discolor,species,Alchornea discolor,-1.1451111,-69.487222,Apaporis,Colombia,Alchornea discolor_Brycon amazonicus,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus torquatus,species,Myloplus torquatus,eats,Alchornea discolor,species,Alchornea discolor,-1.1451111,-69.487222,Apaporis,Colombia,Alchornea discolor_Myloplus torquatus,5.252994732296882e-07,Patch_-5_0_-72_-68
Mylossoma duriventris,species,Mylossoma duriventris,eats,Stachyarrhena penduliflora,species,Stachyarrhena penduliflora,-1.275555,-69.73055,Caqueta,Colombia,Mylossoma duriventris_Stachyarrhena penduliflora,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus torquatus,species,Myloplus torquatus,eats,Euterpe precatoria,species,Euterpe precatoria,-1.275555,-69.73055,Caqueta,Colombia,Euterpe precatoria_Myloplus torquatus,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus rubripinnis,species,Myloplus rubripinnis,eats,Bothriospora corymbosa,species,Bothriospora corymbosa,-1.1451111,-69.487222,Apaporis,Colombia,Bothriospora corymbosa_Myloplus rubripinnis,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon falcatus,species,Brycon falcatus,eats,Simaba orinocensis,species,Simaba orinocensis,-1.1451111,-69.487222,Apaporis,Colombia,Brycon falcatus_Simaba orinocensis,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon amazonicus,species,Brycon amazonicus,eats,Apeiba membranacea,species,Apeiba membranacea,-1.275555,-69.73055,Caqueta,Colombia,Apeiba membranacea_Brycon amazonicus,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus torquatus,species,Myloplus torquatus,eats,Alchornea fluviatilis,species,Alchornea fluviatilis,-1.275555,-69.73055,Caqueta,Colombia,Alchornea fluviatilis_Myloplus torquatus,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon amazonicus,species,Brycon amazonicus,eats,Strychnos panurensis,species,Strychnos panurensis,-1.275555,-69.73055,Caqueta,Colombia,Brycon amazonicus_Strychnos panurensis,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus rubripinnis,species,Myloplus rubripinnis,eats,Annona hypoglauca,species,Annona hypoglauca,-1.1451111,-69.487222,Apaporis,Colombia,Annona hypoglauca_Myloplus rubripinnis,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus rubripinnis,species,Myloplus rubripinnis,eats,Alchornea discolor,species,Alchornea discolor,-1.1451111,-69.487222,Apaporis,Colombia,Alchornea discolor_Myloplus rubripinnis,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus asterias,species,Myloplus asterias,eats,Simaba orinocensis,species,Simaba orinocensis,-1.1451111,-69.487222,Apaporis,Colombia,Myloplus asterias_Simaba orinocensis,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon melanopterus,species,Brycon melanopterus,eats,Simaba orinocensis,species,Simaba orinocensis,-1.1451111,-69.487222,Apaporis,Colombia,Brycon melanopterus_Simaba orinocensis,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon amazonicus,species,Brycon amazonicus,eats,Simaba orinocensis,species,Simaba orinocensis,-1.1451111,-69.487222,Apaporis,Colombia,Brycon amazonicus_Simaba orinocensis,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon falcatus,species,Brycon falcatus,eats,Virola duckei,species,Virola duckei,-1.275555,-69.73055,Caqueta,Colombia,Brycon falcatus_Virola duckei,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon amazonicus,species,Brycon amazonicus,eats,Alchornea fluviatilis,species,Alchornea fluviatilis,-1.275555,-69.73055,Caqueta,Colombia,Alchornea fluviatilis_Brycon amazonicus,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus asterias,species,Myloplus asterias,eats,Trichilia rubra,species,Trichilia rubra,-1.1451111,-69.487222,Apaporis,Colombia,Myloplus asterias_Trichilia rubra,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus torquatus,species,Myloplus torquatus,eats,Miconia truncata,species,Miconia truncata,-1.1451111,-69.487222,Apaporis,Colombia,Miconia truncata_Myloplus torquatus,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus rubripinnis,species,Myloplus rubripinnis,eats,Simaba orinocensis,species,Simaba orinocensis,-1.1451111,-69.487222,Apaporis,Colombia,Myloplus rubripinnis_Simaba orinocensis,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus asterias,species,Myloplus asterias,eats,Bothriospora corymbosa,species,Bothriospora corymbosa,-1.1451111,-69.487222,Apaporis,Colombia,Bothriospora corymbosa_Myloplus asterias,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon falcatus,species,Brycon falcatus,eats,Alchornea discolor,species,Alchornea discolor,-1.1451111,-69.487222,Apaporis,Colombia,Alchornea discolor_Brycon falcatus,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus asterias,species,Myloplus asterias,eats,Bactris riparia,species,Bactris riparia,-1.1451111,-69.487222,Apaporis,Colombia,Bactris riparia_Myloplus asterias,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon falcatus,species,Brycon falcatus,eats,Ficus pertusa,species,Ficus pertusa,-1.275555,-69.73055,Caqueta,Colombia,Brycon falcatus_Ficus pertusa,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus torquatus,species,Myloplus torquatus,eats,Strychnos panurensis,species,Strychnos panurensis,-1.275555,-69.73055,Caqueta,Colombia,Myloplus torquatus_Strychnos panurensis,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus asterias,species,Myloplus asterias,eats,Miconia truncata,species,Miconia truncata,-1.1451111,-69.487222,Apaporis,Colombia,Miconia truncata_Myloplus asterias,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon melanopterus,species,Brycon melanopterus,eats,Miconia truncata,species,Miconia truncata,-1.1451111,-69.487222,Apaporis,Colombia,Brycon melanopterus_Miconia truncata,5.252994732296882e-07,Patch_-5_0_-72_-68
Myloplus torquatus,species,Myloplus torquatus,eats,Genipa americana,species,Genipa americana,-1.275555,-69.73055,Caqueta,Colombia,Genipa americana_Myloplus torquatus,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon melanopterus,species,Brycon melanopterus,eats,Cecropia latiloba,species,Cecropia latiloba,-1.275555,-69.73055,Caqueta,Colombia,Brycon melanopterus_Cecropia latiloba,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon melanopterus,species,Brycon melanopterus,eats,Ficus pertusa,species,Ficus pertusa,-1.275555,-69.73055,Caqueta,Colombia,Brycon melanopterus_Ficus pertusa,5.252994732296882e-07,Patch_-5_0_-72_-68
Brycon melanopterus,species,Brycon melanopterus,eats,Psychotria lupulina,species,Psychotria lupulina,-1.1451111,-69.487222,Apaporis,Colombia,Brycon melanopterus_Psychotria lupulina,5.252994732296882e-07,Patch_-5_0_-72_-68
Cyanerpes caeruleus,species,Cyanerpes caeruleus,eats,Symphonia globulifera,species,Symphonia globulifera,-3.0647284967,-60.0962351834,,,Cyanerpes caeruleus_Symphonia globulifera,5.252994732296882e-07,Patch_-5_0_-64_-60
Thecla marius,species,Thecla marius,eats,Antigonon leptopus,species,Antigonon leptopus,-3.1446712933,-60.0315365195,,,Antigonon leptopus_Thecla marius,5.252994732296882e-07,Patch_-5_0_-64_-60
Pteroglossus aracari,species,Pteroglossus aracari,eats,Melastomataceae,family,,-3.0649597501,-60.095969678,,,Melastomataceae_Pteroglossus aracari,5.252994732296882e-07,Patch_-5_0_-64_-60
Orthopsittaca manilatus,species,Orthopsittaca manilatus,eats,Euterpe,genus,,-3.1590257613,-60.073014876,,,Euterpe_Orthopsittaca manilatus,5.252994732296882e-07,Patch_-5_0_-64_-60
Brotogeris versicolurus,species,Brotogeris versicolurus,eats,Arecaceae,family,,-3.1206298186,-60.1603596213,,,Arecaceae_Brotogeris versicolurus,5.252994732296882e-07,Patch_-5_0_-64_-60
Brotogeris versicolurus,species,Brotogeris versicolurus,eats,Inga,genus,,-3.105702356,-60.196598845,,,Brotogeris versicolurus_Inga,5.252994732296882e-07,Patch_-5_0_-64_-60
Patagioenas cayennensis,species,Patagioenas cayennensis,eats,Arecaceae,family,,-3.0827079895,-60.0094428286,,,Arecaceae_Patagioenas cayennensis,5.252994732296882e-07,Patch_-5_0_-64_-60
Thraupis episcopus,species,Thraupis episcopus,eats,Carica,genus,,-3.0083590527,-60.0737809762,,,Carica_Thraupis episcopus,1.5758984196890648e-06,Patch_-5_0_-64_-60
Chiroderma trinitatum,species,Chiroderma trinitatum,eats,Syzygium jambos,species,Syzygium jambos,-3.03,-60.01,Manaus,Brazil,Chiroderma trinitatum_Syzygium jambos,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus planirostris,species,Artibeus planirostris,eats,Annona danforthii,species,Annona danforthii,-3.03,-60.01,Manaus,Brazil,Annona danforthii_Artibeus planirostris,1.0505989464593764e-06,Patch_-5_0_-64_-60
Rhinophylla pumilio,species,Rhinophylla pumilio,eats,Ficus insipida,species,Ficus insipida,-3.03,-60.01,Manaus,Brazil,Ficus insipida_Rhinophylla pumilio,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus planirostris,species,Artibeus planirostris,eats,Ficus clusiifolia,species,Ficus clusiifolia,-3.03,-60.01,Manaus,Brazil,Artibeus planirostris_Ficus clusiifolia,5.252994732296882e-07,Patch_-5_0_-64_-60
Chiroderma trinitatum,species,Chiroderma trinitatum,eats,Solanum grandiflorum,species,Solanum grandiflorum,-3.03,-60.01,Manaus,Brazil,Chiroderma trinitatum_Solanum grandiflorum,5.252994732296882e-07,Patch_-5_0_-64_-60
Hsunycteris thomasi,species,Hsunycteris thomasi,eats,Cecropia concolor,species,Cecropia concolor,-3.03,-60.01,Manaus,Brazil,Cecropia concolor_Hsunycteris thomasi,5.252994732296882e-07,Patch_-5_0_-64_-60
Rhinophylla pumilio,species,Rhinophylla pumilio,eats,Ficus citrifolia,species,Ficus citrifolia,-3.03,-60.01,Manaus,Brazil,Ficus citrifolia_Rhinophylla pumilio,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus elongatus,species,Phyllostomus elongatus,eats,Psidium guineense,species,Psidium guineense,-3.03,-60.01,Manaus,Brazil,Phyllostomus elongatus_Psidium guineense,5.252994732296882e-07,Patch_-5_0_-64_-60
Carollia perspicillata,species,Carollia perspicillata,eats,Sacoglottis guianensis,species,Sacoglottis guianensis,-3.03,-60.01,Manaus,Brazil,Carollia perspicillata_Sacoglottis guianensis,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus planirostris,species,Artibeus planirostris,eats,Sacoglottis guianensis,species,Sacoglottis guianensis,-3.03,-60.01,Manaus,Brazil,Artibeus planirostris_Sacoglottis guianensis,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus elongatus,species,Phyllostomus elongatus,eats,Manilkara zapota,species,Manilkara zapota,-3.03,-60.01,Manaus,Brazil,Manilkara zapota_Phyllostomus elongatus,5.252994732296882e-07,Patch_-5_0_-64_-60
Ametrida centurio,species,Ametrida centurio,eats,Solanum paniculatum,species,Solanum paniculatum,-3.03,-60.01,Manaus,Brazil,Ametrida centurio_Solanum paniculatum,5.252994732296882e-07,Patch_-5_0_-64_-60
Platyrrhinus helleri,species,Platyrrhinus helleri,eats,Solanum paniculatum,species,Solanum paniculatum,-3.03,-60.01,Manaus,Brazil,Platyrrhinus helleri_Solanum paniculatum,5.252994732296882e-07,Patch_-5_0_-64_-60
Chiroderma trinitatum,species,Chiroderma trinitatum,eats,Vismia guianensis,species,Vismia guianensis,-3.03,-60.01,Manaus,Brazil,Chiroderma trinitatum_Vismia guianensis,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus lituratus,species,Artibeus lituratus,eats,Couma utilis,species,Couma utilis,-3.03,-60.01,Manaus,Brazil,Artibeus lituratus_Couma utilis,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus elongatus,species,Phyllostomus elongatus,eats,Piper aduncum,species,Piper aduncum,-3.03,-60.01,Manaus,Brazil,Phyllostomus elongatus_Piper aduncum,1.0505989464593764e-06,Patch_-5_0_-64_-60
Hsunycteris thomasi,species,Hsunycteris thomasi,eats,Ficus clusiifolia,species,Ficus clusiifolia,-3.03,-60.01,Manaus,Brazil,Ficus clusiifolia_Hsunycteris thomasi,5.252994732296882e-07,Patch_-5_0_-64_-60
Uroderma magnirostrum,species,Uroderma magnirostrum,eats,Solanum salviaefolium,species,Solanum salviaefolium,-3.03,-60.01,Manaus,Brazil,Solanum salviaefolium_Uroderma magnirostrum,5.252994732296882e-07,Patch_-5_0_-64_-60
Chiroderma trinitatum,species,Chiroderma trinitatum,eats,Ficus clusiifolia,species,Ficus clusiifolia,-3.03,-60.01,Manaus,Brazil,Chiroderma trinitatum_Ficus clusiifolia,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus hastatus,species,Phyllostomus hastatus,eats,Solanum grandiflorum,species,Solanum grandiflorum,-3.03,-60.01,Manaus,Brazil,Phyllostomus hastatus_Solanum grandiflorum,1.0505989464593764e-06,Patch_-5_0_-64_-60
Uroderma magnirostrum,species,Uroderma magnirostrum,eats,Cecropia palmata,species,Cecropia palmata,-3.03,-60.01,Manaus,Brazil,Cecropia palmata_Uroderma magnirostrum,1.0505989464593764e-06,Patch_-5_0_-64_-60
Mesophylla macconnelli,species,Mesophylla macconnelli,eats,Ficus clusiifolia,species,Ficus clusiifolia,-3.03,-60.01,Manaus,Brazil,Ficus clusiifolia_Mesophylla macconnelli,5.252994732296882e-07,Patch_-5_0_-64_-60
Uroderma magnirostrum,species,Uroderma magnirostrum,eats,Carica papaya,species,Carica papaya,-3.03,-60.01,Manaus,Brazil,Carica papaya_Uroderma magnirostrum,5.252994732296882e-07,Patch_-5_0_-64_-60
Carollia perspicillata,species,Carollia perspicillata,eats,Couma utilis,species,Couma utilis,-3.03,-60.01,Manaus,Brazil,Carollia perspicillata_Couma utilis,5.252994732296882e-07,Patch_-5_0_-64_-60
Uroderma bilobatum,species,Uroderma bilobatum,eats,Solanum subinerme,species,Solanum subinerme,-3.03,-60.01,Manaus,Brazil,Solanum subinerme_Uroderma bilobatum,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus concolor,species,Artibeus concolor,eats,Myrcia paivae,species,Myrcia paivae,-3.03,-60.01,Manaus,Brazil,Artibeus concolor_Myrcia paivae,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus hastatus,species,Phyllostomus hastatus,eats,Solanum rugosum,species,Solanum rugosum,-3.03,-60.01,Manaus,Brazil,Phyllostomus hastatus_Solanum rugosum,1.0505989464593764e-06,Patch_-5_0_-64_-60
Uroderma magnirostrum,species,Uroderma magnirostrum,eats,Couma utilis,species,Couma utilis,-3.03,-60.01,Manaus,Brazil,Couma utilis_Uroderma magnirostrum,5.252994732296882e-07,Patch_-5_0_-64_-60
Hsunycteris thomasi,species,Hsunycteris thomasi,eats,Manilkara zapota,species,Manilkara zapota,-3.03,-60.01,Manaus,Brazil,Hsunycteris thomasi_Manilkara zapota,5.252994732296882e-07,Patch_-5_0_-64_-60
Uroderma bilobatum,species,Uroderma bilobatum,eats,Couma utilis,species,Couma utilis,-3.03,-60.01,Manaus,Brazil,Couma utilis_Uroderma bilobatum,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus lituratus,species,Artibeus lituratus,eats,Solanum salviaefolium,species,Solanum salviaefolium,-3.03,-60.01,Manaus,Brazil,Artibeus lituratus_Solanum salviaefolium,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus lituratus,species,Artibeus lituratus,eats,Psidium guineense,species,Psidium guineense,-3.03,-60.01,Manaus,Brazil,Artibeus lituratus_Psidium guineense,1.0505989464593764e-06,Patch_-5_0_-64_-60
Ametrida centurio,species,Ametrida centurio,eats,Sacoglottis guianensis,species,Sacoglottis guianensis,-3.03,-60.01,Manaus,Brazil,Ametrida centurio_Sacoglottis guianensis,5.252994732296882e-07,Patch_-5_0_-64_-60
Uroderma bilobatum,species,Uroderma bilobatum,eats,Sacoglottis guianensis,species,Sacoglottis guianensis,-3.03,-60.01,Manaus,Brazil,Sacoglottis guianensis_Uroderma bilobatum,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus concolor,species,Artibeus concolor,eats,Ficus citrifolia,species,Ficus citrifolia,-3.03,-60.01,Manaus,Brazil,Artibeus concolor_Ficus citrifolia,5.252994732296882e-07,Patch_-5_0_-64_-60
Rhinophylla pumilio,species,Rhinophylla pumilio,eats,Syzygium jambos,species,Syzygium jambos,-3.03,-60.01,Manaus,Brazil,Rhinophylla pumilio_Syzygium jambos,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus discolor,species,Phyllostomus discolor,eats,Vismia cayennensis,species,Vismia cayennensis,-3.03,-60.01,Manaus,Brazil,Phyllostomus discolor_Vismia cayennensis,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus elongatus,species,Phyllostomus elongatus,eats,Vismia guianensis,species,Vismia guianensis,-3.03,-60.01,Manaus,Brazil,Phyllostomus elongatus_Vismia guianensis,1.0505989464593764e-06,Patch_-5_0_-64_-60
Uroderma bilobatum,species,Uroderma bilobatum,eats,Poraqueiba sericea,species,Poraqueiba sericea,-3.03,-60.01,Manaus,Brazil,Poraqueiba sericea_Uroderma bilobatum,5.252994732296882e-07,Patch_-5_0_-64_-60
Dermanura cinerea,species,Dermanura cinerea,eats,Solanum salviaefolium,species,Solanum salviaefolium,-3.03,-60.01,Manaus,Brazil,Dermanura cinerea_Solanum salviaefolium,5.252994732296882e-07,Patch_-5_0_-64_-60
Ametrida centurio,species,Ametrida centurio,eats,Manilkara zapota,species,Manilkara zapota,-3.03,-60.01,Manaus,Brazil,Ametrida centurio_Manilkara zapota,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus concolor,species,Artibeus concolor,eats,Ficus insipida,species,Ficus insipida,-3.03,-60.01,Manaus,Brazil,Artibeus concolor_Ficus insipida,5.252994732296882e-07,Patch_-5_0_-64_-60
Dermanura cinerea,species,Dermanura cinerea,eats,Ficus maxima,species,Ficus maxima,-3.03,-60.01,Manaus,Brazil,Dermanura cinerea_Ficus maxima,5.252994732296882e-07,Patch_-5_0_-64_-60
Sturnira lilium,species,Sturnira lilium,eats,Poraqueiba sericea,species,Poraqueiba sericea,-3.03,-60.01,Manaus,Brazil,Poraqueiba sericea_Sturnira lilium,1.0505989464593764e-06,Patch_-5_0_-64_-60
Chiroderma trinitatum,species,Chiroderma trinitatum,eats,Solanum rugosum,species,Solanum rugosum,-3.03,-60.01,Manaus,Brazil,Chiroderma trinitatum_Solanum rugosum,5.252994732296882e-07,Patch_-5_0_-64_-60
Mesophylla macconnelli,species,Mesophylla macconnelli,eats,Cecropia concolor,species,Cecropia concolor,-3.03,-60.01,Manaus,Brazil,Cecropia concolor_Mesophylla macconnelli,5.252994732296882e-07,Patch_-5_0_-64_-60
Platyrrhinus helleri,species,Platyrrhinus helleri,eats,Couma utilis,species,Couma utilis,-3.03,-60.01,Manaus,Brazil,Couma utilis_Platyrrhinus helleri,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus discolor,species,Phyllostomus discolor,eats,Ficus maxima,species,Ficus maxima,-3.03,-60.01,Manaus,Brazil,Ficus maxima_Phyllostomus discolor,1.0505989464593764e-06,Patch_-5_0_-64_-60
Dermanura cinerea,species,Dermanura cinerea,eats,Sacoglottis guianensis,species,Sacoglottis guianensis,-3.03,-60.01,Manaus,Brazil,Dermanura cinerea_Sacoglottis guianensis,5.252994732296882e-07,Patch_-5_0_-64_-60
Ametrida centurio,species,Ametrida centurio,eats,Psidium guajava,species,Psidium guajava,-3.03,-60.01,Manaus,Brazil,Ametrida centurio_Psidium guajava,5.252994732296882e-07,Patch_-5_0_-64_-60
Artibeus planirostris,species,Artibeus planirostris,eats,Psidium guineense,species,Psidium guineense,-3.03,-60.01,Manaus,Brazil,Artibeus planirostris_Psidium guineense,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus discolor,species,Phyllostomus discolor,eats,Solanum rugosum,species,Solanum rugosum,-3.03,-60.01,Manaus,Brazil,Phyllostomus discolor_Solanum rugosum,5.252994732296882e-07,Patch_-5_0_-64_-60
Uroderma magnirostrum,species,Uroderma magnirostrum,eats,Vismia cayennensis,species,Vismia cayennensis,-3.03,-60.01,Manaus,Brazil,Uroderma magnirostrum_Vismia cayennensis,5.252994732296882e-07,Patch_-5_0_-64_-60
Rhinophylla pumilio,species,Rhinophylla pumilio,eats,Vismia guianensis,species,Vismia guianensis,-3.03,-60.01,Manaus,Brazil,Rhinophylla pumilio_Vismia guianensis,2.6264973661484414e-06,Patch_-5_0_-64_-60
Uroderma magnirostrum,species,Uroderma magnirostrum,eats,Solanum paniculatum,species,Solanum paniculatum,-3.03,-60.01,Manaus,Brazil,Solanum paniculatum_Uroderma magnirostrum,5.252994732296882e-07,Patch_-5_0_-64_-60
Uroderma magnirostrum,species,Uroderma magnirostrum,eats,Annona danforthii,species,Annona danforthii,-3.03,-60.01,Manaus,Brazil,Annona danforthii_Uroderma magnirostrum,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus discolor,species,Phyllostomus discolor,eats,Psidium guineense,species,Psidium guineense,-3.03,-60.01,Manaus,Brazil,Phyllostomus discolor_Psidium guineense,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus hastatus,species,Phyllostomus hastatus,eats,Solanum salviaefolium,species,Solanum salviaefolium,-3.03,-60.01,Manaus,Brazil,Phyllostomus hastatus_Solanum salviaefolium,1.0505989464593764e-06,Patch_-5_0_-64_-60
Uroderma magnirostrum,species,Uroderma magnirostrum,eats,Syzygium jambos,species,Syzygium jambos,-3.03,-60.01,Manaus,Brazil,Syzygium jambos_Uroderma magnirostrum,5.252994732296882e-07,Patch_-5_0_-64_-60
Phyllostomus elongatus,species,Phyllostomus elongatus,eats,Solanum paniculatum,species,Solanum paniculatum,-3.03,-60.01,Manaus,Brazil,Phyllostomus elongatus_Solanum paniculatum,5.252994732296882e-07,Patch_-5_0_-64_-60
