targetTaxonName,sourceTaxonName,interaction_pair_fraction,decimalLatitude,decimalLongitude
Gnathostomata,Hoplias malabaricus,1.6809583143350022e-05,7.13229416703,-66.1531287303
Crustacea,Hoplias malabaricus,5.778294205526571e-06,7.13229416703,-66.1531287303
Coleoptera,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Pisces,Serrasalmus medinai,1.5758984196890648e-06,7.13229416703,-66.1531287303
Trichoptera,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Actinopterygii,Serrasalmus irritans,1.0505989464593764e-06,7.13229416703,-66.1531287303
Pimelodella,Serrasalmus irritans,5.252994732296882e-07,7.13229416703,-66.1531287303
Culicidae,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Hoplias,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Ctenoides,Serrasalmus irritans,5.252994732296882e-07,7.13229416703,-66.1531287303
Ephemeroptera,Serrasalmus irritans,5.252994732296882e-07,7.13229416703,-66.1531287303
Trichoptera,Serrasalmus irritans,5.252994732296882e-07,7.13229416703,-66.1531287303
Chironomidae,Serrasalmus irritans,5.252994732296882e-07,7.13229416703,-66.1531287303
Branchiopoda,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Pisces,Serrasalmus irritans,1.5758984196890648e-06,7.13229416703,-66.1531287303
Branchiopoda,Serrasalmus irritans,5.252994732296882e-07,7.13229416703,-66.1531287303
Copepoda,Serrasalmus irritans,5.252994732296882e-07,7.13229416703,-66.1531287303
Magnoliophyta,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Ostracoda,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Magnoliophyta,Serrasalmus irritans,1.0505989464593764e-06,7.13229416703,-66.1531287303
Ephemeroptera,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Chironomidae,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Copepoda,Serrasalmus medinai,5.252994732296882e-07,7.13229416703,-66.1531287303
Corixidae,Caquetaia kraussii,1.0505989464593764e-06,7.13229416703,-66.1531287303
Chironomidae,Caquetaia kraussii,1.0505989464593764e-06,7.13229416703,-66.1531287303
Odontostilbe,Caquetaia kraussii,1.0505989464593764e-06,7.13229416703,-66.1531287303
Orthoptera,Caquetaia kraussii,1.0505989464593764e-06,7.13229416703,-66.1531287303
Chirocephalidae,Caquetaia kraussii,1.0505989464593764e-06,7.13229416703,-66.1531287303
Coleoptera,Caquetaia kraussii,2.1011978929187528e-06,7.13229416703,-66.1531287303
Hemigrammus,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Magnoliophyta,Caquetaia kraussii,1.5758984196890648e-06,7.13229416703,-66.1531287303
Odonata,Caquetaia kraussii,1.5758984196890648e-06,7.13229416703,-66.1531287303
Decapoda,Caquetaia kraussii,1.0505989464593764e-06,7.13229416703,-66.1531287303
Actinopterygii,Caquetaia kraussii,1.5758984196890648e-06,7.13229416703,-66.1531287303
Ephemeroptera,Caquetaia kraussii,1.0505989464593764e-06,7.13229416703,-66.1531287303
Ctenobrycon,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Arachnida,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Gephyrocharax,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Amphipoda,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Trichoptera,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Poecilia,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Aequidens,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Culicidae,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Hemiptera,Caquetaia kraussii,5.252994732296882e-07,7.13229416703,-66.1531287303
Pisces,Serrasalmus rhombeus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Chirocephalidae,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Gastropoda,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Coleoptera,Charax gibbosus,2.1011978929187528e-06,7.13229416703,-66.1531287303
Cheirodontops,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Odonata,Charax gibbosus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Astyanax,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Ephemeroptera,Gymnotus carapo,1.0505989464593764e-06,7.13229416703,-66.1531287303
Odontostilbe,Charax gibbosus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Coleoptera,Serrasalmus rhombeus,5.252994732296882e-07,7.13229416703,-66.1531287303
Hypostomus,Serrasalmus rhombeus,5.252994732296882e-07,7.13229416703,-66.1531287303
Ephemeroptera,Charax gibbosus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Curimata,Gymnotus carapo,1.0505989464593764e-06,7.13229416703,-66.1531287303
Copepoda,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Caquetaia,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Curimata,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Amphipoda,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Trichoptera,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Magnoliophyta,Gymnotus carapo,1.5758984196890648e-06,7.13229416703,-66.1531287303
Branchiopoda,Serrasalmus rhombeus,5.252994732296882e-07,7.13229416703,-66.1531287303
Actinopterygii,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Chironomidae,Charax gibbosus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Amphipoda,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Actinopterygii,Charax gibbosus,1.5758984196890648e-06,7.13229416703,-66.1531287303
Pisces,Charax gibbosus,1.5758984196890648e-06,7.13229416703,-66.1531287303
Astyanax,Serrasalmus rhombeus,5.252994732296882e-07,7.13229416703,-66.1531287303
Odontostilbe,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Ctenobrycon,Gymnotus carapo,1.0505989464593764e-06,7.13229416703,-66.1531287303
Branchiopoda,Gymnotus carapo,1.0505989464593764e-06,7.13229416703,-66.1531287303
Corixidae,Charax gibbosus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Odonata,Gymnotus carapo,1.0505989464593764e-06,7.13229416703,-66.1531287303
Magnoliophyta,Serrasalmus rhombeus,1.5758984196890648e-06,7.13229416703,-66.1531287303
unidentified,Charax gibbosus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Hemiptera,Charax gibbosus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Chirocephalidae,Gymnotus carapo,1.0505989464593764e-06,7.13229416703,-66.1531287303
Ostracoda,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Culicidae,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Branchiopoda,Charax gibbosus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Roeboides,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Ostracoda,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Chironomidae,Gymnotus carapo,1.0505989464593764e-06,7.13229416703,-66.1531287303
Coleoptera,Gymnotus carapo,1.0505989464593764e-06,7.13229416703,-66.1531287303
Decapoda,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Ctenoides,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Chironomidae,Serrasalmus rhombeus,5.252994732296882e-07,7.13229416703,-66.1531287303
Decapoda,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Trichoptera,Serrasalmus rhombeus,5.252994732296882e-07,7.13229416703,-66.1531287303
Gephyrocharax,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Magnoliophyta,Charax gibbosus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Ephemeroptera,Serrasalmus rhombeus,5.252994732296882e-07,7.13229416703,-66.1531287303
Actinopterygii,Serrasalmus rhombeus,5.252994732296882e-07,7.13229416703,-66.1531287303
Roeboides,Charax gibbosus,5.252994732296882e-07,7.13229416703,-66.1531287303
Orthoptera,Gymnotus carapo,5.252994732296882e-07,7.13229416703,-66.1531287303
Copepoda,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Chironomidae,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Magnoliophyta,Pygocentrus cariba,2.1011978929187528e-06,7.13229416703,-66.1531287303
Triportheus,Pygocentrus cariba,1.0505989464593764e-06,7.13229416703,-66.1531287303
Gymnotus,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Prochilodus mariae,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Ephemeroptera,Pygocentrus cariba,1.0505989464593764e-06,7.13229416703,-66.1531287303
Decapoda,Pygocentrus cariba,3.677096312607818e-06,7.13229416703,-66.1531287303
Pimelodella,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Pisces,Pygocentrus cariba,2.1011978929187528e-06,7.13229416703,-66.1531287303
Hemiptera,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Odonata,Pygocentrus cariba,1.5758984196890648e-06,7.13229416703,-66.1531287303
Orthoptera,Pygocentrus cariba,1.0505989464593764e-06,7.13229416703,-66.1531287303
Steindachnerina argentea,Pygocentrus cariba,1.0505989464593764e-06,7.13229416703,-66.1531287303
Actinopterygii,Pygocentrus cariba,4.727695259067195e-06,7.13229416703,-66.1531287303
Testudines,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Astyanax,Pygocentrus cariba,1.0505989464593764e-06,7.13229416703,-66.1531287303
Ostracoda,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Culicidae,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Coleoptera,Pygocentrus cariba,1.0505989464593764e-06,7.13229416703,-66.1531287303
Amphipoda,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Markiana,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Rineloricaria,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Odontostilbe,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Ctenobrycon,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Branchiopoda,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Arachnida,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Trichoptera,Pygocentrus cariba,5.252994732296882e-07,7.13229416703,-66.1531287303
Ephemeroptera,Hoplias malabaricus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Hemiptera,Hoplias malabaricus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Caquetaia,Hoplias malabaricus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Chironomidae,Hoplias malabaricus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Poecilia,Hoplias malabaricus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Odontostilbe,Hoplias malabaricus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Aequidens,Hoplias malabaricus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Decapoda,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Magnoliophyta,Hoplias malabaricus,1.5758984196890648e-06,7.13229416703,-66.1531287303
Hoplias,Hoplias malabaricus,1.5758984196890648e-06,7.13229416703,-66.1531287303
Amphipoda,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Actinopterygii,Hoplias malabaricus,2.6264973661484414e-06,7.13229416703,-66.1531287303
Corixidae,Hoplias malabaricus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Rachovia,Hoplias malabaricus,1.0505989464593764e-06,7.13229416703,-66.1531287303
Branchiopoda,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Hoplosternum,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Odonata,Hoplias malabaricus,1.5758984196890648e-06,7.13229416703,-66.1531287303
Ctenobrycon,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Apistogramma,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Chirocephalidae,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Culicidae,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Hemigrammus,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Coleoptera,Hoplias malabaricus,1.5758984196890648e-06,7.13229416703,-66.1531287303
Curimata,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Rineloricaria,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Ostracoda,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Orthoptera,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Prochilodus,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Copepoda,Hoplias malabaricus,5.252994732296882e-07,7.13229416703,-66.1531287303
Crustacea,Phenacogaster megalostictus,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Phenacogaster megalostictus,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Jupiaba keithi,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Laimosemion xiphidius,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Chilodus zunevei,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Poptella brevispina,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Laimosemion agilae,5.252994732296882e-07,3.92959851653,-53.2329457703
Insecta,Laimosemion agilae,5.252994732296882e-07,3.92959851653,-53.2329457703
Insecta,Hyphessobrycon simulatus,2.1011978929187528e-06,3.92959851653,-53.2329457703
Insecta,Eleotris amblyopsis,2.6264973661484414e-06,3.92959851653,-53.2329457703
Insecta,Moenkhausia chrysargyrea,1.5758984196890648e-06,3.92959851653,-53.2329457703
Insecta,Poptella brevispina,1.5758984196890648e-06,3.92959851653,-53.2329457703
Insecta,Hyphessobrycon sovichthys,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Erythrinus erythrinus,1.0505989464593764e-06,3.92959851653,-53.2329457703
Gnathostomata,Pimelodella cristata,5.252994732296882e-07,3.92959851653,-53.2329457703
Insecta,Jupiaba keithi,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Microcharacidium eleotrioides,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Charax pauciradiatus,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Pyrrhulina filamentosa,2.1011978929187528e-06,3.92959851653,-53.2329457703
Insecta,Trichomycterus guianense,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Moenkhausia collettii,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Moenkhausia chrysargyrea,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Hoplias aimara,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Krobia guianensis,3.1517968393781296e-06,3.92959851653,-53.2329457703
Crustacea,Satanoperca leucosticta,2.1011978929187528e-06,3.92959851653,-53.2329457703
Insecta,Laimosemion xiphidius,2.1011978929187528e-06,3.92959851653,-53.2329457703
Insecta,Micropoecilia parae,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Erythrinus erythrinus,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Moenkhausia hemigrammoides,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Piabucus dentatus,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Krobia guianensis,1.5758984196890648e-06,3.92959851653,-53.2329457703
Crustacea,Parodon guyanensis,1.0505989464593764e-06,3.92959851653,-53.2329457703
Animalia,Copella carsevennensis,5.252994732296882e-07,3.92959851653,-53.2329457703
Insecta,Copella carsevennensis,2.6264973661484414e-06,3.92959851653,-53.2329457703
Insecta,Moenkhausia collettii,2.6264973661484414e-06,3.92959851653,-53.2329457703
Crustacea,Eleotris amblyopsis,3.1517968393781296e-06,3.92959851653,-53.2329457703
Insecta,Brachyhypopomus beebei,1.5758984196890648e-06,3.92959851653,-53.2329457703
Crustacea,Copella carsevennensis,2.1011978929187528e-06,3.92959851653,-53.2329457703
Insecta,Moenkhausia hemigrammoides,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Characidium zebra,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Brachyhypopomus beebei,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Moenkhausia georgiae,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Hyphessobrycon simulatus,2.1011978929187528e-06,3.92959851653,-53.2329457703
Animalia,Moenkhausia collettii,5.252994732296882e-07,3.92959851653,-53.2329457703
Insecta,Microcharacidium eleotrioides,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Pimelodella cristata,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Moenkhausia georgiae,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Micropoecilia parae,5.252994732296882e-07,3.92959851653,-53.2329457703
Insecta,Rhamdia quelen,6.303593678756259e-06,3.92959851653,-53.2329457703
Insecta,Chilodus zunevei,2.1011978929187528e-06,3.92959851653,-53.2329457703
Insecta,Parodon guyanensis,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Pyrrhulina filamentosa,2.6264973661484414e-06,3.92959851653,-53.2329457703
Insecta,Hypopomus artedi,1.5758984196890648e-06,3.92959851653,-53.2329457703
Crustacea,Hypopomus artedi,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Gymnotus anguillaris,2.1011978929187528e-06,3.92959851653,-53.2329457703
Insecta,Satanoperca leucosticta,2.1011978929187528e-06,3.92959851653,-53.2329457703
Insecta,Piabucus dentatus,1.5758984196890648e-06,3.92959851653,-53.2329457703
Crustacea,Hyphessobrycon sovichthys,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Pimelodella cristata,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Pristella maxillaris,2.1011978929187528e-06,3.92959851653,-53.2329457703
Gnathostomata,Batrochoglanis raninus,5.252994732296882e-07,3.92959851653,-53.2329457703
Crustacea,Pristella maxillaris,2.6264973661484414e-06,3.92959851653,-53.2329457703
Insecta,Hemigrammus ocellifer,2.6264973661484414e-06,3.92959851653,-53.2329457703
Crustacea,Megalechis picta,7.354192625215636e-06,3.92959851653,-53.2329457703
Insecta,Sternopygus macrurus,3.1517968393781296e-06,3.92959851653,-53.2329457703
Insecta,Crenicichla saxatilis,2.6264973661484414e-06,3.92959851653,-53.2329457703
Crustacea,Cleithracara maronii,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Hemigrammus unilineatus,1.5758984196890648e-06,3.92959851653,-53.2329457703
Crustacea,Hemigrammus ocellifer,2.6264973661484414e-06,3.92959851653,-53.2329457703
Crustacea,Sternopygus macrurus,1.5758984196890648e-06,3.92959851653,-53.2329457703
Insecta,Callichthys callichthys,4.727695259067195e-06,3.92959851653,-53.2329457703
Insecta,Hemiodus quadrimaculatus,1.0505989464593764e-06,3.92959851653,-53.2329457703
Insecta,Bunocephalus coracoideus,2.6264973661484414e-06,3.92959851653,-53.2329457703
Insecta,Batrochoglanis raninus,2.1011978929187528e-06,3.92959851653,-53.2329457703
Crustacea,Polycentrus schomburgkii,1.0505989464593764e-06,3.92959851653,-53.2329457703
Crustacea,Batrochoglanis raninus,1.5758984196890648e-06,3.92959851653,-53.2329457703
